,,0
5121,5, Data Science
5122,0,Python
5122,1, NLP
5122,2, R
5122,3, Deep Learning
5122,4, Machine Learning
5122,5, Data Science
5123,0,Python
5123,1, NLP
5123,2, R
5123,3, Deep Learning
5123,4, Machine Learning
5123,5, Data Science
5124,0,Python
5124,1, NLP
5124,2, R
5124,3, Deep Learning
5124,4, Machine Learning
5124,5, Data Science
5125,0,Python
5125,1, NLP
5125,2, R
5125,3, Deep Learning
5125,4, Machine Learning
5125,5, Data Science
5126,0,Python
5126,1, NLP
5126,2, R
5126,3, Deep Learning
5126,4, Machine Learning
5126,5, Data Science
5127,0,Python
5127,1, NLP
5127,2, R
5127,3, Deep Learning
5127,4, Machine Learning
5127,5, Data Science
5128,0,Python
5128,1, NLP
5128,2, R
5128,3, Deep Learning
5128,4, Machine Learning
5128,5, Data Science
5129,0,Python
5129,1, NLP
5129,2, R
5129,3, Deep Learning
5129,4, Machine Learning
5129,5, Data Science
5130,0,Python
5130,1, NLP
5130,2, R
5130,3, Deep Learning
5130,4, Machine Learning
5130,5, Data Science
5131,0,Python
5131,1, NLP
5131,2, R
5131,3, Deep Learning
5131,4, Machine Learning
5131,5, Data Science
5132,0,Python
5132,1, NLP
5132,2, R
5132,3, Deep Learning
5132,4, Machine Learning
5132,5, Data Science
5133,0,Python
5133,1, NLP
5133,2, R
5133,3, Deep Learning
5133,4, Machine Learning
5133,5, Data Science
5134,0,Python
5134,1, NLP
5134,2, R
5134,3, Deep Learning
5134,4, Machine Learning
5134,5, Data Science
5135,0,Python
5135,1, NLP
5135,2, R
5135,3, Deep Learning
5135,4, Machine Learning
5135,5, Data Science
5136,0,Python
5136,1, NLP
5136,2, R
5136,3, Deep Learning
5136,4, Machine Learning
5136,5, Data Science
5137,0,Python
5137,1, NLP
5137,2, R
5137,3, Deep Learning
5137,4, Machine Learning
5137,5, Data Science
5138,0,Python
5138,1, NLP
5138,2, R
5138,3, Deep Learning
5138,4, Machine Learning
5138,5, Data Science
5139,0,Python
5139,1, NLP
5139,2, R
5139,3, Deep Learning
5139,4, Machine Learning
5139,5, Data Science
5140,0,Python
5140,1, NLP
5140,2, R
5140,3, Deep Learning
5140,4, Machine Learning
5140,5, Data Science
5141,0,Python
5141,1, NLP
5141,2, R
5141,3, Deep Learning
5141,4, Machine Learning
5141,5, Data Science
5142,0,Python
5142,1, NLP
5142,2, R
5142,3, Deep Learning
5142,4, Machine Learning
5142,5, Data Science
5143,0,Python
5143,1, NLP
5143,2, R
5143,3, Deep Learning
5143,4, Machine Learning
5143,5, Data Science
5144,0,Python
5144,1, NLP
5144,2, R
5144,3, Deep Learning
5144,4, Machine Learning
5144,5, Data Science
5145,0,Python
5145,1, NLP
5145,2, R
5145,3, Deep Learning
5145,4, Machine Learning
5145,5, Data Science
5146,0,Python
5146,1, NLP
5146,2, R
5146,3, Deep Learning
5146,4, Machine Learning
5146,5, Data Science
5147,0,Python
5147,1, NLP
5147,2, R
5147,3, Deep Learning
5147,4, Machine Learning
5147,5, Data Science
5148,0,Python
5148,1, NLP
5148,2, R
5148,3, Deep Learning
5148,4, Machine Learning
5148,5, Data Science
5149,0,Python
5149,1, NLP
5149,2, R
5149,3, Deep Learning
5149,4, Machine Learning
5149,5, Data Science
5150,0,Python
5150,1, NLP
5150,2, R
5150,3, Deep Learning
5150,4, Machine Learning
5150,5, Data Science
5151,0,Python
5151,1, NLP
5151,2, R
5151,3, Deep Learning
5151,4, Machine Learning
5151,5, Data Science
5152,0,Python
5152,1, NLP
5152,2, R
5152,3, Deep Learning
5152,4, Machine Learning
5152,5, Data Science
5153,0,Python
5153,1, NLP
5153,2, R
5153,3, Deep Learning
5153,4, Machine Learning
5153,5, Data Science
5154,0,Python
5154,1, NLP
5154,2, R
5154,3, Deep Learning
5154,4, Machine Learning
5154,5, Data Science
5155,0,Python
5155,1, NLP
5155,2, R
5155,3, Deep Learning
5155,4, Machine Learning
5155,5, Data Science
5156,0,Python
5156,1, NLP
5156,2, R
5156,3, Deep Learning
5156,4, Machine Learning
5156,5, Data Science
5157,0,Python
5157,1, NLP
5157,2, R
5157,3, Deep Learning
5157,4, Machine Learning
5157,5, Data Science
5158,0,Python
5158,1, NLP
5158,2, R
5158,3, Deep Learning
5158,4, Machine Learning
5158,5, Data Science
5159,0,Python
5159,1, NLP
5159,2, R
5159,3, Deep Learning
5159,4, Machine Learning
5159,5, Data Science
5160,0,Python
5160,1, NLP
5160,2, R
5160,3, Deep Learning
5160,4, Machine Learning
5160,5, Data Science
5161,0,Python
5161,1, NLP
5161,2, R
5161,3, Deep Learning
5161,4, Machine Learning
5161,5, Data Science
5162,0,Python
5162,1, NLP
5162,2, R
5162,3, Deep Learning
5162,4, Machine Learning
5162,5, Data Science
5163,0,Python
5163,1, NLP
5163,2, R
5163,3, Deep Learning
5163,4, Machine Learning
5163,5, Data Science
5164,0,Python
5164,1, NLP
5164,2, R
5164,3, Deep Learning
5164,4, Machine Learning
5164,5, Data Science
5165,0,Python
5165,1, NLP
5165,2, R
5165,3, Deep Learning
5165,4, Machine Learning
5165,5, Data Science
5166,0,Python
5166,1, NLP
5166,2, R
5166,3, Deep Learning
5166,4, Machine Learning
5166,5, Data Science
5169,0,Python
5169,1, NLP
5169,2, R
5169,3, Deep Learning
5169,4, Machine Learning
5169,5, Data Science
5171,0,Python
5171,1, NLP
5171,2, R
5171,3, Deep Learning
5171,4, Machine Learning
5171,5, Data Science
5173,0,Python
5173,1, NLP
5173,2, R
5173,3, Deep Learning
5173,4, Machine Learning
5173,5, Data Science
5175,0,Python
5175,1, NLP
5175,2, R
5175,3, Deep Learning
5175,4, Machine Learning
5175,5, Data Science
5176,0,Python
5176,1, NLP
5176,2, R
5176,3, Deep Learning
5176,4, Machine Learning
5176,5, Data Science
5178,0,Python
5178,1, NLP
5178,2, R
5178,3, Deep Learning
5178,4, Machine Learning
5178,5, Data Science
5179,0,Python
5179,1, NLP
5179,2, R
5179,3, Deep Learning
5179,4, Machine Learning
5179,5, Data Science
5180,0,Python
5180,1, NLP
5180,2, R
5180,3, Deep Learning
5180,4, Machine Learning
5180,5, Data Science
5182,0,Python
5182,1, NLP
5182,2, R
5182,3, Deep Learning
5182,4, Machine Learning
5182,5, Data Science
5187,0,Python
5187,1, NLP
5187,2, R
5187,3, Deep Learning
5187,4, Machine Learning
5187,5, Data Science
5188,0,Python
5188,1, NLP
5188,2, R
5188,3, Deep Learning
5188,4, Machine Learning
5188,5, Data Science
5189,0,Python
5189,1, NLP
5189,2, R
5189,3, Deep Learning
5189,4, Machine Learning
5189,5, Data Science
5190,0,Python
5190,1, NLP
5190,2, R
5190,3, Deep Learning
5190,4, Machine Learning
5190,5, Data Science
5191,0,Python
5191,1, NLP
5191,2, R
5191,3, Deep Learning
5191,4, Machine Learning
5191,5, Data Science
5193,0,TensorFlow
5193,1, PyTorch
5193,2, R
5193,3, Deep Learning
5193,4, Machine Learning
5194,0,TensorFlow
5194,1, PyTorch
5194,2, R
5194,3, Deep Learning
5194,4, Machine Learning
5195,0,TensorFlow
5195,1, PyTorch
5195,2, R
5195,3, Deep Learning
5195,4, Machine Learning
5196,0,TensorFlow
5196,1, PyTorch
5196,2, R
5196,3, Deep Learning
5196,4, Machine Learning
5197,0,TensorFlow
5197,1, PyTorch
5197,2, R
5197,3, Deep Learning
5197,4, Machine Learning
5198,0,TensorFlow
5198,1, PyTorch
5198,2, R
5198,3, Deep Learning
5198,4, Machine Learning
5199,0,TensorFlow
5199,1, PyTorch
5199,2, R
5199,3, Deep Learning
5199,4, Machine Learning
5200,0,TensorFlow
5200,1, PyTorch
5200,2, R
5200,3, Deep Learning
5200,4, Machine Learning
5201,0,TensorFlow
5201,1, PyTorch
5201,2, R
5201,3, Deep Learning
5201,4, Machine Learning
5202,0,TensorFlow
5202,1, PyTorch
5202,2, R
5202,3, Deep Learning
5202,4, Machine Learning
5203,0,TensorFlow
5203,1, PyTorch
5203,2, R
5203,3, Deep Learning
5203,4, Machine Learning
5204,0,TensorFlow
5204,1, PyTorch
5204,2, R
5204,3, Deep Learning
5204,4, Machine Learning
5205,0,TensorFlow
5205,1, PyTorch
5205,2, R
5205,3, Deep Learning
5205,4, Machine Learning
5206,0,TensorFlow
5206,1, PyTorch
5206,2, R
5206,3, Deep Learning
5206,4, Machine Learning
5207,0,TensorFlow
5207,1, PyTorch
5207,2, R
5207,3, Deep Learning
5207,4, Machine Learning
5208,0,TensorFlow
5208,1, PyTorch
5208,2, R
5208,3, Deep Learning
5208,4, Machine Learning
5209,0,TensorFlow
5209,1, PyTorch
5209,2, R
5209,3, Deep Learning
5209,4, Machine Learning
5210,0,TensorFlow
5210,1, PyTorch
5210,2, R
5210,3, Deep Learning
5210,4, Machine Learning
5211,0,TensorFlow
5211,1, PyTorch
5211,2, R
5211,3, Deep Learning
5211,4, Machine Learning
5212,0,TensorFlow
5212,1, PyTorch
5212,2, R
5212,3, Deep Learning
5212,4, Machine Learning
5213,0,TensorFlow
5213,1, PyTorch
5213,2, R
5213,3, Deep Learning
5213,4, Machine Learning
5214,0,TensorFlow
5214,1, PyTorch
5214,2, R
5214,3, Deep Learning
5214,4, Machine Learning
5215,0,TensorFlow
5215,1, PyTorch
5215,2, R
5215,3, Deep Learning
5215,4, Machine Learning
5216,0,TensorFlow
5216,1, PyTorch
5216,2, R
5216,3, Deep Learning
5216,4, Machine Learning
5217,0,TensorFlow
5217,1, PyTorch
5217,2, R
5217,3, Deep Learning
5217,4, Machine Learning
5218,0,TensorFlow
5218,1, PyTorch
5218,2, R
5218,3, Deep Learning
5218,4, Machine Learning
5219,0,TensorFlow
5219,1, PyTorch
5219,2, R
5219,3, Deep Learning
5219,4, Machine Learning
5220,0,TensorFlow
5220,1, PyTorch
5220,2, R
5220,3, Deep Learning
5220,4, Machine Learning
5221,0,TensorFlow
5221,1, PyTorch
5221,2, R
5221,3, Deep Learning
5221,4, Machine Learning
5222,0,TensorFlow
5222,1, PyTorch
5222,2, R
5222,3, Deep Learning
5222,4, Machine Learning
5223,0,TensorFlow
5223,1, PyTorch
5223,2, R
5223,3, Deep Learning
5223,4, Machine Learning
5224,0,TensorFlow
5224,1, PyTorch
5224,2, R
5224,3, Deep Learning
5224,4, Machine Learning
5225,0,TensorFlow
5225,1, PyTorch
5225,2, R
5225,3, Deep Learning
5225,4, Machine Learning
5226,0,TensorFlow
5226,1, PyTorch
5226,2, R
5226,3, Deep Learning
5226,4, Machine Learning
5227,0,TensorFlow
5227,1, PyTorch
5227,2, R
5227,3, Deep Learning
5227,4, Machine Learning
5228,0,TensorFlow
5228,1, PyTorch
5228,2, R
5228,3, Deep Learning
5228,4, Machine Learning
5229,0,TensorFlow
5229,1, PyTorch
5229,2, R
5229,3, Deep Learning
5229,4, Machine Learning
5230,0,TensorFlow
5230,1, PyTorch
5230,2, R
5230,3, Deep Learning
5230,4, Machine Learning
5231,0,TensorFlow
5231,1, PyTorch
5231,2, R
5231,3, Deep Learning
5231,4, Machine Learning
5232,0,TensorFlow
5232,1, PyTorch
5232,2, R
5232,3, Deep Learning
5232,4, Machine Learning
5233,0,TensorFlow
5233,1, PyTorch
5233,2, R
5233,3, Deep Learning
5233,4, Machine Learning
5234,0,TensorFlow
5234,1, PyTorch
5234,2, R
5234,3, Deep Learning
5234,4, Machine Learning
5235,0,TensorFlow
5235,1, PyTorch
5235,2, R
5235,3, Deep Learning
5235,4, Machine Learning
5236,0,TensorFlow
5236,1, PyTorch
5236,2, R
5236,3, Deep Learning
5236,4, Machine Learning
5237,0,TensorFlow
5237,1, PyTorch
5237,2, R
5237,3, Deep Learning
5237,4, Machine Learning
5238,0,TensorFlow
5238,1, PyTorch
5238,2, R
5238,3, Deep Learning
5238,4, Machine Learning
5239,0,TensorFlow
5239,1, PyTorch
5239,2, R
5239,3, Deep Learning
5239,4, Machine Learning
5240,0,TensorFlow
5240,1, PyTorch
5240,2, R
5240,3, Deep Learning
5240,4, Machine Learning
5241,0,TensorFlow
5241,1, PyTorch
5241,2, R
5241,3, Deep Learning
5241,4, Machine Learning
5242,0,TensorFlow
5242,1, PyTorch
5242,2, R
5242,3, Deep Learning
5242,4, Machine Learning
5243,0,TensorFlow
5243,1, PyTorch
5243,2, R
5243,3, Deep Learning
5243,4, Machine Learning
5244,0,TensorFlow
5244,1, PyTorch
5244,2, R
5244,3, Deep Learning
5244,4, Machine Learning
5245,0,TensorFlow
5245,1, PyTorch
5245,2, R
5245,3, Deep Learning
5245,4, Machine Learning
5246,0,TensorFlow
5246,1, PyTorch
5246,2, R
5246,3, Deep Learning
5246,4, Machine Learning
5247,0,TensorFlow
5247,1, PyTorch
5247,2, R
5247,3, Deep Learning
5247,4, Machine Learning
5248,0,TensorFlow
5248,1, PyTorch
5248,2, R
5248,3, Deep Learning
5248,4, Machine Learning
5249,0,TensorFlow
5249,1, PyTorch
5249,2, R
5249,3, Deep Learning
5249,4, Machine Learning
5250,0,TensorFlow
5250,1, PyTorch
5250,2, R
5250,3, Deep Learning
5250,4, Machine Learning
5251,0,TensorFlow
5251,1, PyTorch
5251,2, R
5251,3, Deep Learning
5251,4, Machine Learning
5252,0,TensorFlow
5252,1, PyTorch
5252,2, R
5252,3, Deep Learning
5252,4, Machine Learning
5253,0,TensorFlow
5253,1, PyTorch
5253,2, R
5253,3, Deep Learning
5253,4, Machine Learning
5254,0,TensorFlow
5254,1, PyTorch
5254,2, R
5254,3, Deep Learning
5254,4, Machine Learning
5255,0,TensorFlow
5255,1, PyTorch
5255,2, R
5255,3, Deep Learning
5255,4, Machine Learning
5256,0,TensorFlow
5256,1, PyTorch
5256,2, R
5256,3, Deep Learning
5256,4, Machine Learning
5257,0,TensorFlow
5257,1, PyTorch
5257,2, R
5257,3, Deep Learning
5257,4, Machine Learning
5258,0,TensorFlow
5258,1, PyTorch
5258,2, R
5258,3, Deep Learning
5258,4, Machine Learning
5259,0,TensorFlow
5259,1, PyTorch
5259,2, R
5259,3, Deep Learning
5259,4, Machine Learning
5260,0,TensorFlow
5260,1, PyTorch
5260,2, R
5260,3, Deep Learning
5260,4, Machine Learning
5261,0,TensorFlow
5261,1, PyTorch
5261,2, R
5261,3, Deep Learning
5261,4, Machine Learning
5262,0,TensorFlow
5262,1, PyTorch
5262,2, R
5262,3, Deep Learning
5262,4, Machine Learning
5263,0,TensorFlow
5263,1, PyTorch
5263,2, R
5263,3, Deep Learning
5263,4, Machine Learning
5264,0,TensorFlow
5264,1, PyTorch
5264,2, R
5264,3, Deep Learning
5264,4, Machine Learning
5265,0,TensorFlow
5265,1, PyTorch
5265,2, R
5265,3, Deep Learning
5265,4, Machine Learning
5266,0,TensorFlow
5266,1, PyTorch
5266,2, R
5266,3, Deep Learning
5266,4, Machine Learning
5267,0,TensorFlow
5267,1, PyTorch
5267,2, R
5267,3, Deep Learning
5267,4, Machine Learning
5268,0,TensorFlow
5268,1, PyTorch
5268,2, R
5268,3, Deep Learning
5268,4, Machine Learning
5269,0,TensorFlow
5269,1, PyTorch
5269,2, R
5269,3, Deep Learning
5269,4, Machine Learning
5270,0,TensorFlow
5270,1, PyTorch
5270,2, R
5270,3, Deep Learning
5270,4, Machine Learning
5271,0,TensorFlow
5271,1, PyTorch
5271,2, R
5271,3, Deep Learning
5271,4, Machine Learning
5272,0,TensorFlow
5272,1, PyTorch
5272,2, R
5272,3, Deep Learning
5272,4, Machine Learning
5273,0,TensorFlow
5273,1, PyTorch
5273,2, R
5273,3, Deep Learning
5273,4, Machine Learning
5274,0,TensorFlow
5274,1, PyTorch
5274,2, R
5274,3, Deep Learning
5274,4, Machine Learning
5275,0,TensorFlow
5275,1, PyTorch
5275,2, R
5275,3, Deep Learning
5275,4, Machine Learning
5276,0,TensorFlow
5276,1, PyTorch
5276,2, R
5276,3, Deep Learning
5276,4, Machine Learning
5277,0,TensorFlow
5277,1, PyTorch
5277,2, R
5277,3, Deep Learning
5277,4, Machine Learning
5278,0,TensorFlow
5278,1, PyTorch
5278,2, R
5278,3, Deep Learning
5278,4, Machine Learning
5279,0,Python
5279,1, TensorFlow
5279,2, PyTorch
5279,3, R
5279,4, Deep Learning
5279,5, Machine Learning
5280,0,Python
5280,1, TensorFlow
5280,2, PyTorch
5280,3, R
5280,4, Deep Learning
5280,5, Machine Learning
5281,0,Python
5281,1, TensorFlow
5281,2, PyTorch
5281,3, R
5281,4, Deep Learning
5281,5, Machine Learning
5282,0,Python
5282,1, TensorFlow
5282,2, PyTorch
5282,3, R
5282,4, Deep Learning
5282,5, Machine Learning
5283,0,Python
5283,1, TensorFlow
5283,2, PyTorch
5283,3, R
5283,4, Deep Learning
5283,5, Machine Learning
5284,0,Python
5284,1, TensorFlow
5284,2, PyTorch
5284,3, R
5284,4, Deep Learning
5284,5, Machine Learning
5285,0,Python
5285,1, TensorFlow
5285,2, PyTorch
5285,3, R
5285,4, Deep Learning
5285,5, Machine Learning
5286,0,Python
5286,1, TensorFlow
5286,2, PyTorch
5286,3, R
5286,4, Deep Learning
5286,5, Machine Learning
5287,0,Python
5287,1, TensorFlow
5287,2, PyTorch
5287,3, R
5287,4, Deep Learning
5287,5, Machine Learning
5289,0,Python
5289,1, TensorFlow
5289,2, PyTorch
5289,3, R
5289,4, Deep Learning
5289,5, Machine Learning
5294,0,Python
5294,1, TensorFlow
5294,2, PyTorch
5294,3, R
5294,4, Deep Learning
5294,5, Machine Learning
5296,0,Python
5296,1, TensorFlow
5296,2, PyTorch
5296,3, R
5296,4, Deep Learning
5296,5, Machine Learning
5297,0,Python
5297,1, TensorFlow
5297,2, PyTorch
5297,3, R
5297,4, Deep Learning
5297,5, Machine Learning
5298,0,Python
5298,1, TensorFlow
5298,2, PyTorch
5298,3, R
5298,4, Deep Learning
5298,5, Machine Learning
5299,0,Python
5299,1, TensorFlow
5299,2, PyTorch
5299,3, R
5299,4, Deep Learning
5299,5, Machine Learning
5300,0,Python
5300,1, TensorFlow
5300,2, PyTorch
5300,3, R
5300,4, Deep Learning
5300,5, Machine Learning
5301,0,Python
5301,1, TensorFlow
5301,2, PyTorch
5301,3, R
5301,4, Deep Learning
5301,5, Machine Learning
5302,0,Python
5302,1, TensorFlow
5302,2, PyTorch
5302,3, R
5302,4, Deep Learning
5302,5, Machine Learning
5304,0,Python
5304,1, TensorFlow
5304,2, PyTorch
5304,3, R
5304,4, Deep Learning
5304,5, Machine Learning
5305,0,Python
5305,1, TensorFlow
5305,2, PyTorch
5305,3, R
5305,4, Deep Learning
5305,5, Machine Learning
5307,0,Python
5307,1, TensorFlow
5307,2, PyTorch
5307,3, R
5307,4, Deep Learning
5307,5, Machine Learning
5308,0,Python
5308,1, TensorFlow
5308,2, PyTorch
5308,3, R
5308,4, Deep Learning
5308,5, Machine Learning
5310,0,Python
5310,1, TensorFlow
5310,2, PyTorch
5310,3, R
5310,4, Deep Learning
5310,5, Machine Learning
5313,0,Python
5313,1, TensorFlow
5313,2, PyTorch
5313,3, R
5313,4, Deep Learning
5313,5, Machine Learning
5314,0,Python
5314,1, TensorFlow
5314,2, PyTorch
5314,3, R
5314,4, Deep Learning
5314,5, Machine Learning
5315,0,Python
5315,1, TensorFlow
5315,2, PyTorch
5315,3, R
5315,4, Deep Learning
5315,5, Machine Learning
5316,0,Python
5316,1, TensorFlow
5316,2, PyTorch
5316,3, R
5316,4, Deep Learning
5316,5, Machine Learning
5318,0,Python
5318,1, TensorFlow
5318,2, PyTorch
5318,3, R
5318,4, Deep Learning
5318,5, Machine Learning
5319,0,Python
5319,1, TensorFlow
5319,2, PyTorch
5319,3, R
5319,4, Deep Learning
5319,5, Machine Learning
5320,0,Python
5320,1, TensorFlow
5320,2, PyTorch
5320,3, R
5320,4, Deep Learning
5320,5, Machine Learning
5322,0,Python
5322,1, TensorFlow
5322,2, PyTorch
5322,3, R
5322,4, Deep Learning
5322,5, Machine Learning
5323,0,Python
5323,1, TensorFlow
5323,2, PyTorch
5323,3, R
5323,4, Deep Learning
5323,5, Machine Learning
5325,0,Python
5325,1, TensorFlow
5325,2, PyTorch
5325,3, R
5325,4, Deep Learning
5325,5, Machine Learning
5326,0,Python
5326,1, TensorFlow
5326,2, PyTorch
5326,3, R
5326,4, Deep Learning
5326,5, Machine Learning
5327,0,Python
5327,1, TensorFlow
5327,2, PyTorch
5327,3, R
5327,4, Deep Learning
5327,5, Machine Learning
5328,0,Python
5328,1, TensorFlow
5328,2, PyTorch
5328,3, R
5328,4, Deep Learning
5328,5, Machine Learning
5329,0,Python
5329,1, TensorFlow
5329,2, PyTorch
5329,3, R
5329,4, Deep Learning
5329,5, Machine Learning
5330,0,Python
5330,1, TensorFlow
5330,2, PyTorch
5330,3, R
5330,4, Deep Learning
5330,5, Machine Learning
5331,0,Python
5331,1, TensorFlow
5331,2, PyTorch
5331,3, R
5331,4, Deep Learning
5331,5, Machine Learning
5332,0,Python
5332,1, TensorFlow
5332,2, PyTorch
5332,3, R
5332,4, Deep Learning
5332,5, Machine Learning
5333,0,Python
5333,1, TensorFlow
5333,2, PyTorch
5333,3, R
5333,4, Deep Learning
5333,5, Machine Learning
5334,0,Python
5334,1, TensorFlow
5334,2, PyTorch
5334,3, R
5334,4, Deep Learning
5334,5, Machine Learning
5335,0,Python
5335,1, TensorFlow
5335,2, PyTorch
5335,3, R
5335,4, Deep Learning
5335,5, Machine Learning
5336,0,Python
5336,1, TensorFlow
5336,2, PyTorch
5336,3, R
5336,4, Deep Learning
5336,5, Machine Learning
5337,0,Python
5337,1, TensorFlow
5337,2, PyTorch
5337,3, R
5337,4, Deep Learning
5337,5, Machine Learning
5338,0,Python
5338,1, TensorFlow
5338,2, PyTorch
5338,3, R
5338,4, Deep Learning
5338,5, Machine Learning
5339,0,Python
5339,1, TensorFlow
5339,2, PyTorch
5339,3, R
5339,4, Deep Learning
5339,5, Machine Learning
5340,0,Python
5340,1, TensorFlow
5340,2, PyTorch
5340,3, R
5340,4, Deep Learning
5340,5, Machine Learning
5341,0,Python
5341,1, TensorFlow
5341,2, PyTorch
5341,3, R
5341,4, Deep Learning
5341,5, Machine Learning
5342,0,Python
5342,1, TensorFlow
5342,2, PyTorch
5342,3, R
5342,4, Deep Learning
5342,5, Machine Learning
5343,0,Python
5343,1, TensorFlow
5343,2, PyTorch
5343,3, R
5343,4, Deep Learning
5343,5, Machine Learning
5344,0,Python
5344,1, TensorFlow
5344,2, PyTorch
5344,3, R
5344,4, Deep Learning
5344,5, Machine Learning
5345,0,Python
5345,1, TensorFlow
5345,2, PyTorch
5345,3, R
5345,4, Deep Learning
5345,5, Machine Learning
5346,0,Python
5346,1, TensorFlow
5346,2, PyTorch
5346,3, R
5346,4, Deep Learning
5346,5, Machine Learning
5347,0,Python
5347,1, TensorFlow
5347,2, PyTorch
5347,3, R
5347,4, Deep Learning
5347,5, Machine Learning
5348,0,Python
5348,1, TensorFlow
5348,2, PyTorch
5348,3, R
5348,4, Deep Learning
5348,5, Machine Learning
5349,0,Python
5349,1, TensorFlow
5349,2, PyTorch
5349,3, R
5349,4, Deep Learning
5349,5, Machine Learning
5350,0,Python
5350,1, TensorFlow
5350,2, PyTorch
5350,3, R
5350,4, Deep Learning
5350,5, Machine Learning
5351,0,Python
5351,1, TensorFlow
5351,2, PyTorch
5351,3, R
5351,4, Deep Learning
5351,5, Machine Learning
5352,0,Python
5352,1, TensorFlow
5352,2, PyTorch
5352,3, R
5352,4, Deep Learning
5352,5, Machine Learning
5353,0,Python
5353,1, TensorFlow
5353,2, PyTorch
5353,3, R
5353,4, Deep Learning
5353,5, Machine Learning
5354,0,Python
5354,1, TensorFlow
5354,2, PyTorch
5354,3, R
5354,4, Deep Learning
5354,5, Machine Learning
5355,0,Python
5355,1, TensorFlow
5355,2, PyTorch
5355,3, R
5355,4, Deep Learning
5355,5, Machine Learning
5356,0,Python
5356,1, TensorFlow
5356,2, PyTorch
5356,3, R
5356,4, Deep Learning
5356,5, Machine Learning
5357,0,Python
5357,1, TensorFlow
5357,2, PyTorch
5357,3, R
5357,4, Deep Learning
5357,5, Machine Learning
5358,0,Python
5358,1, TensorFlow
5358,2, PyTorch
5358,3, R
5358,4, Deep Learning
5358,5, Machine Learning
5359,0,Python
5359,1, TensorFlow
5359,2, PyTorch
5359,3, R
5359,4, Deep Learning
5359,5, Machine Learning
5360,0,Python
5360,1, TensorFlow
5360,2, PyTorch
5360,3, R
5360,4, Deep Learning
5360,5, Machine Learning
5361,0,Python
5361,1, TensorFlow
5361,2, PyTorch
5361,3, NLP
5361,4, Computer Vision
5361,5, R
5361,6, Deep Learning
5361,7, Machine Learning
5361,8, Data Science
5362,0,Python
5362,1, TensorFlow
5362,2, PyTorch
5362,3, NLP
5362,4, Computer Vision
5362,5, R
5362,6, Deep Learning
5362,7, Machine Learning
5362,8, Data Science
5363,0,Python
5363,1, TensorFlow
5363,2, PyTorch
5363,3, NLP
5363,4, Computer Vision
5363,5, R
5363,6, Deep Learning
5363,7, Machine Learning
5363,8, Data Science
5365,0,Python
5365,1, TensorFlow
5365,2, PyTorch
5365,3, NLP
5365,4, Computer Vision
5365,5, R
5365,6, Deep Learning
5365,7, Machine Learning
5365,8, Data Science
5366,0,Python
5366,1, TensorFlow
5366,2, PyTorch
5366,3, NLP
5366,4, Computer Vision
5366,5, R
5366,6, Deep Learning
5366,7, Machine Learning
5366,8, Data Science
5367,0,Python
5367,1, TensorFlow
5367,2, PyTorch
5367,3, NLP
5367,4, Computer Vision
5367,5, R
5367,6, Deep Learning
5367,7, Machine Learning
5367,8, Data Science
5368,0,Python
5368,1, TensorFlow
5368,2, PyTorch
5368,3, NLP
5368,4, Computer Vision
5368,5, R
5368,6, Deep Learning
5368,7, Machine Learning
5368,8, Data Science
5369,0,Python
5369,1, TensorFlow
5369,2, PyTorch
5369,3, NLP
5369,4, Computer Vision
5369,5, R
5369,6, Deep Learning
5369,7, Machine Learning
5369,8, Data Science
5370,0,Python
5370,1, TensorFlow
5370,2, PyTorch
5370,3, NLP
5370,4, Computer Vision
5370,5, R
5370,6, Deep Learning
5370,7, Machine Learning
5370,8, Data Science
5371,0,Python
5371,1, TensorFlow
5371,2, PyTorch
5371,3, NLP
5371,4, Computer Vision
5371,5, R
5371,6, Deep Learning
5371,7, Machine Learning
5371,8, Data Science
5372,0,Python
5372,1, TensorFlow
5372,2, PyTorch
5372,3, NLP
5372,4, Computer Vision
5372,5, R
5372,6, Deep Learning
5372,7, Machine Learning
5372,8, Data Science
5373,0,Python
5373,1, TensorFlow
5373,2, PyTorch
5373,3, NLP
5373,4, Computer Vision
5373,5, R
5373,6, Deep Learning
5373,7, Machine Learning
5373,8, Data Science
5374,0,Python
5374,1, TensorFlow
5374,2, PyTorch
5374,3, NLP
5374,4, Computer Vision
5374,5, R
5374,6, Deep Learning
5374,7, Machine Learning
5374,8, Data Science
5375,0,Python
5375,1, TensorFlow
5375,2, PyTorch
5375,3, NLP
5375,4, Computer Vision
5375,5, R
5375,6, Deep Learning
5375,7, Machine Learning
5375,8, Data Science
5376,0,Python
5376,1, TensorFlow
5376,2, PyTorch
5376,3, NLP
5376,4, Computer Vision
5376,5, R
5376,6, Deep Learning
5376,7, Machine Learning
5376,8, Data Science
5377,0,Python
5377,1, TensorFlow
5377,2, PyTorch
5377,3, NLP
5377,4, Computer Vision
5377,5, R
5377,6, Deep Learning
5377,7, Machine Learning
5377,8, Data Science
5378,0,Python
5378,1, TensorFlow
5378,2, PyTorch
5378,3, NLP
5378,4, Computer Vision
5378,5, R
5378,6, Deep Learning
5378,7, Machine Learning
5378,8, Data Science
5379,0,Python
5379,1, TensorFlow
5379,2, PyTorch
5379,3, NLP
5379,4, Computer Vision
5379,5, R
5379,6, Deep Learning
5379,7, Machine Learning
5379,8, Data Science
5380,0,Python
5380,1, TensorFlow
